"('4931', 'Double Jeopardy!', '$400', 'SCIENCE')"
"('2973', 'Double Jeopardy!', '$200', 'BALLET')"
"('2973', 'Double Jeopardy!', '$400', 'BALLET')"
"('2973', 'Double Jeopardy!', '$600', 'BALLET')"
"('2973', 'Double Jeopardy!', '$800', 'BALLET')"
"('2973', 'Double Jeopardy!', '$1000', 'BALLET')"
"('3305', 'Final Jeopardy!', None, 'BALLET')"
"('3685', 'Double Jeopardy!', '$200', 'BALLET')"
"('3685', 'Double Jeopardy!', '$400', 'BALLET')"
"('3685', 'Double Jeopardy!', '$600', 'BALLET')"
"('3685', 'Double Jeopardy!', '$800', 'BALLET')"
"('3685', 'Double Jeopardy!', '$1000', 'BALLET')"
"('3786', 'Double Jeopardy!', '$200', 'BALLET')"
"('3786', 'Double Jeopardy!', '$400', 'BALLET')"
"('3786', 'Double Jeopardy!', '$600', 'BALLET')"
"('3786', 'Double Jeopardy!', '$800', 'BALLET')"
"('3786', 'Double Jeopardy!', '$1000', 'BALLET')"
"('2825', 'Jeopardy!', '$100', 'TELEVISION')"
"('2825', 'Jeopardy!', '$200', 'TELEVISION')"
"('2825', 'Jeopardy!', '$300', 'TELEVISION')"
"('2825', 'Jeopardy!', '$500', 'TELEVISION')"
"('3632', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3632', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3632', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3632', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3697', 'Jeopardy!', '$100', 'TELEVISION')"
"('3697', 'Jeopardy!', '$200', 'TELEVISION')"
"('3697', 'Jeopardy!', '$300', 'TELEVISION')"
"('3697', 'Jeopardy!', '$400', 'TELEVISION')"
"('3697', 'Jeopardy!', '$500', 'TELEVISION')"
"('3003', 'Jeopardy!', '$100', 'TELEVISION')"
"('3003', 'Jeopardy!', '$200', 'TELEVISION')"
"('3003', 'Jeopardy!', '$300', 'TELEVISION')"
"('3003', 'Jeopardy!', '$400', 'TELEVISION')"
"('3003', 'Jeopardy!', '$500', 'TELEVISION')"
"('958', 'Jeopardy!', '$100', 'TELEVISION')"
"('958', 'Jeopardy!', '$200', 'TELEVISION')"
"('958', 'Jeopardy!', '$300', 'TELEVISION')"
"('958', 'Jeopardy!', '$400', 'TELEVISION')"
"('958', 'Jeopardy!', '$500', 'TELEVISION')"
"('3501', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3501', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3501', 'Double Jeopardy!', '$1,200', 'TELEVISION')"
"('3501', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3501', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('4362', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('4362', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('4362', 'Double Jeopardy!', '$1200', 'TELEVISION')"
"('4362', 'Double Jeopardy!', '$1600', 'TELEVISION')"
"('4362', 'Double Jeopardy!', '$2000', 'TELEVISION')"
"('4348', 'Final Jeopardy!', None, 'TELEVISION')"
"('2685', 'Jeopardy!', '$100', 'TELEVISION')"
"('2685', 'Jeopardy!', '$200', 'TELEVISION')"
"('2685', 'Jeopardy!', '$300', 'TELEVISION')"
"('2685', 'Jeopardy!', '$400', 'TELEVISION')"
"('2685', 'Jeopardy!', '$500', 'TELEVISION')"
"('2960', 'Jeopardy!', '$100', 'TELEVISION')"
"('2960', 'Jeopardy!', '$200', 'TELEVISION')"
"('2960', 'Jeopardy!', '$300', 'TELEVISION')"
"('2960', 'Jeopardy!', '$400', 'TELEVISION')"
"('2960', 'Jeopardy!', '$500', 'TELEVISION')"
"('3520', 'Jeopardy!', '$100', 'TELEVISION')"
"('3520', 'Jeopardy!', '$300', 'TELEVISION')"
"('3520', 'Jeopardy!', '$400', 'TELEVISION')"
"('3520', 'Jeopardy!', '$500', 'TELEVISION')"
"('369', 'Jeopardy!', '$100', 'TELEVISION')"
"('369', 'Jeopardy!', '$200', 'TELEVISION')"
"('369', 'Jeopardy!', '$300', 'TELEVISION')"
"('369', 'Jeopardy!', '$400', 'TELEVISION')"
"('369', 'Jeopardy!', '$500', 'TELEVISION')"
"('3245', 'Final Jeopardy!', None, 'TELEVISION')"
"('2968', 'Jeopardy!', '$100', 'TELEVISION')"
"('2968', 'Jeopardy!', '$200', 'TELEVISION')"
"('2968', 'Jeopardy!', '$300', 'TELEVISION')"
"('2968', 'Jeopardy!', '$400', 'TELEVISION')"
"('2968', 'Jeopardy!', '$500', 'TELEVISION')"
"('4975', 'Final Jeopardy!', None, 'TELEVISION')"
"('2988', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('2988', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('2988', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('2988', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('2988', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3241', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3241', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3241', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3241', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3677', 'Jeopardy!', '$100', 'TELEVISION')"
"('3677', 'Jeopardy!', '$200', 'TELEVISION')"
"('3677', 'Jeopardy!', '$300', 'TELEVISION')"
"('3677', 'Jeopardy!', '$500', 'TELEVISION')"
"('3050', 'Final Jeopardy!', None, 'TELEVISION')"
"('3061', 'Jeopardy!', '$100', 'TELEVISION')"
"('3061', 'Jeopardy!', '$200', 'TELEVISION')"
"('3061', 'Jeopardy!', '$300', 'TELEVISION')"
"('3061', 'Jeopardy!', '$400', 'TELEVISION')"
"('3061', 'Jeopardy!', '$500', 'TELEVISION')"
"('2513', 'Jeopardy!', '$100', 'TELEVISION')"
"('2513', 'Jeopardy!', '$200', 'TELEVISION')"
"('2513', 'Jeopardy!', '$300', 'TELEVISION')"
"('2513', 'Jeopardy!', '$400', 'TELEVISION')"
"('2513', 'Jeopardy!', '$500', 'TELEVISION')"
"('2051', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('2051', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('2051', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('2051', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('2051', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('2914', 'Jeopardy!', '$100', 'TELEVISION')"
"('2914', 'Jeopardy!', '$200', 'TELEVISION')"
"('2914', 'Jeopardy!', '$300', 'TELEVISION')"
"('2914', 'Jeopardy!', '$400', 'TELEVISION')"
"('2914', 'Jeopardy!', '$500', 'TELEVISION')"
"('1328', 'Jeopardy!', '$100', 'TELEVISION')"
"('1328', 'Jeopardy!', '$200', 'TELEVISION')"
"('1328', 'Jeopardy!', '$300', 'TELEVISION')"
"('1328', 'Jeopardy!', '$400', 'TELEVISION')"
"('1328', 'Jeopardy!', '$500', 'TELEVISION')"
"('2994', 'Final Jeopardy!', None, 'TELEVISION')"
"('3872', 'Final Jeopardy!', None, 'TELEVISION')"
"('3339', 'Jeopardy!', '$100', 'TELEVISION')"
"('3339', 'Jeopardy!', '$200', 'TELEVISION')"
"('3339', 'Jeopardy!', '$300', 'TELEVISION')"
"('3339', 'Jeopardy!', '$400', 'TELEVISION')"
"('3339', 'Jeopardy!', '$500', 'TELEVISION')"
"('1197', 'Jeopardy!', '$100', 'TELEVISION')"
"('1197', 'Jeopardy!', '$200', 'TELEVISION')"
"('1197', 'Jeopardy!', '$300', 'TELEVISION')"
"('1197', 'Jeopardy!', '$400', 'TELEVISION')"
"('1197', 'Jeopardy!', '$500', 'TELEVISION')"
"('3054', 'Jeopardy!', '$100', 'TELEVISION')"
"('3054', 'Jeopardy!', '$200', 'TELEVISION')"
"('3054', 'Jeopardy!', '$300', 'TELEVISION')"
"('3054', 'Jeopardy!', '$400', 'TELEVISION')"
"('3054', 'Jeopardy!', '$500', 'TELEVISION')"
"('3423', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3423', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3423', 'Double Jeopardy!', '$1,000', 'TELEVISION')"
"('3423', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3423', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('57', 'Jeopardy!', '$100', 'TELEVISION')"
"('57', 'Jeopardy!', '$200', 'TELEVISION')"
"('57', 'Jeopardy!', '$300', 'TELEVISION')"
"('57', 'Jeopardy!', '$400', 'TELEVISION')"
"('57', 'Jeopardy!', '$500', 'TELEVISION')"
"('3398', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3398', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3398', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3398', 'Double Jeopardy!', '$2,000', 'TELEVISION')"
"('3398', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('5465', 'Jeopardy!', '$200', 'TELEVISION')"
"('5465', 'Jeopardy!', '$400', 'TELEVISION')"
"('5465', 'Jeopardy!', '$600', 'TELEVISION')"
"('5465', 'Jeopardy!', '$800', 'TELEVISION')"
"('5465', 'Jeopardy!', '$1000', 'TELEVISION')"
"('3770', 'Final Jeopardy!', None, 'TELEVISION')"
"('2943', 'Jeopardy!', '$100', 'TELEVISION')"
"('2943', 'Jeopardy!', '$200', 'TELEVISION')"
"('2943', 'Jeopardy!', '$300', 'TELEVISION')"
"('2943', 'Jeopardy!', '$400', 'TELEVISION')"
"('2943', 'Jeopardy!', '$500', 'TELEVISION')"
"('3068', 'Jeopardy!', '$100', 'TELEVISION')"
"('3068', 'Jeopardy!', '$200', 'TELEVISION')"
"('3068', 'Jeopardy!', '$300', 'TELEVISION')"
"('3068', 'Jeopardy!', '$400', 'TELEVISION')"
"('3068', 'Jeopardy!', '$500', 'TELEVISION')"
"('278', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('278', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('278', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('278', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('278', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3194', 'Jeopardy!', '$100', 'TELEVISION')"
"('3194', 'Jeopardy!', '$200', 'TELEVISION')"
"('3194', 'Jeopardy!', '$300', 'TELEVISION')"
"('3194', 'Jeopardy!', '$500', 'TELEVISION')"
"('3194', 'Jeopardy!', '$500', 'TELEVISION')"
"('3754', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3754', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3754', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3754', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3754', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3250', 'Jeopardy!', '$100', 'TELEVISION')"
"('3250', 'Jeopardy!', '$300', 'TELEVISION')"
"('3250', 'Jeopardy!', '$400', 'TELEVISION')"
"('3250', 'Jeopardy!', '$500', 'TELEVISION')"
"('2989', 'Jeopardy!', '$100', 'TELEVISION')"
"('2989', 'Jeopardy!', '$200', 'TELEVISION')"
"('2989', 'Jeopardy!', '$400', 'TELEVISION')"
"('2989', 'Jeopardy!', '$500', 'TELEVISION')"
"('2841', 'Jeopardy!', '$100', 'TELEVISION')"
"('2841', 'Jeopardy!', '$200', 'TELEVISION')"
"('2841', 'Jeopardy!', '$300', 'TELEVISION')"
"('2841', 'Jeopardy!', '$400', 'TELEVISION')"
"('2841', 'Jeopardy!', '$500', 'TELEVISION')"
"('3283', 'Final Jeopardy!', None, 'TELEVISION')"
"('2860', 'Jeopardy!', '$100', 'TELEVISION')"
"('2860', 'Jeopardy!', '$200', 'TELEVISION')"
"('2860', 'Jeopardy!', '$300', 'TELEVISION')"
"('2860', 'Jeopardy!', '$400', 'TELEVISION')"
"('2860', 'Jeopardy!', '$500', 'TELEVISION')"
"('2834', 'Jeopardy!', '$100', 'TELEVISION')"
"('2834', 'Jeopardy!', '$200', 'TELEVISION')"
"('2834', 'Jeopardy!', '$300', 'TELEVISION')"
"('2834', 'Jeopardy!', '$400', 'TELEVISION')"
"('2834', 'Jeopardy!', '$500', 'TELEVISION')"
"('1427', 'Jeopardy!', '$100', 'TELEVISION')"
"('1427', 'Jeopardy!', '$200', 'TELEVISION')"
"('1427', 'Jeopardy!', '$300', 'TELEVISION')"
"('1427', 'Jeopardy!', '$400', 'TELEVISION')"
"('1427', 'Jeopardy!', '$500', 'TELEVISION')"
"('3459', 'Jeopardy!', '$100', 'TELEVISION')"
"('3459', 'Jeopardy!', '$200', 'TELEVISION')"
"('3459', 'Jeopardy!', '$300', 'TELEVISION')"
"('3459', 'Jeopardy!', '$400', 'TELEVISION')"
"('4273', 'Final Jeopardy!', None, 'TELEVISION')"
"('3715', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3715', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3715', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3715', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3715', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3413', 'Final Jeopardy!', None, 'TELEVISION')"
"('3261', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3261', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3261', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3261', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3142', 'Jeopardy!', '$100', 'TELEVISION')"
"('3142', 'Jeopardy!', '$200', 'TELEVISION')"
"('3142', 'Jeopardy!', '$400', 'TELEVISION')"
"('3142', 'Jeopardy!', '$500', 'TELEVISION')"
"('3335', 'Jeopardy!', '$100', 'TELEVISION')"
"('3335', 'Jeopardy!', '$200', 'TELEVISION')"
"('3335', 'Jeopardy!', '$300', 'TELEVISION')"
"('3335', 'Jeopardy!', '$400', 'TELEVISION')"
"('3395', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3395', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3395', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3395', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3395', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('2577', 'Jeopardy!', '$100', 'TELEVISION')"
"('2577', 'Jeopardy!', '$200', 'TELEVISION')"
"('2577', 'Jeopardy!', '$300', 'TELEVISION')"
"('2577', 'Jeopardy!', '$400', 'TELEVISION')"
"('2577', 'Jeopardy!', '$500', 'TELEVISION')"
"('2624', 'Jeopardy!', '$100', 'TELEVISION')"
"('2624', 'Jeopardy!', '$200', 'TELEVISION')"
"('2624', 'Jeopardy!', '$300', 'TELEVISION')"
"('2624', 'Jeopardy!', '$400', 'TELEVISION')"
"('2624', 'Jeopardy!', '$500', 'TELEVISION')"
"('2876', 'Jeopardy!', '$100', 'TELEVISION')"
"('2876', 'Jeopardy!', '$200', 'TELEVISION')"
"('2876', 'Jeopardy!', '$300', 'TELEVISION')"
"('2876', 'Jeopardy!', '$400', 'TELEVISION')"
"('2876', 'Jeopardy!', '$500', 'TELEVISION')"
"('5508', 'Jeopardy!', '$200', 'TELEVISION')"
"('5508', 'Jeopardy!', '$400', 'TELEVISION')"
"('5508', 'Jeopardy!', '$600', 'TELEVISION')"
"('5508', 'Jeopardy!', '$800', 'TELEVISION')"
"('5508', 'Jeopardy!', '$1000', 'TELEVISION')"
"('3629', 'Jeopardy!', '$100', 'TELEVISION')"
"('3629', 'Jeopardy!', '$200', 'TELEVISION')"
"('3629', 'Jeopardy!', '$300', 'TELEVISION')"
"('3629', 'Jeopardy!', '$400', 'TELEVISION')"
"('3629', 'Jeopardy!', '$500', 'TELEVISION')"
"('3590', 'Double Jeopardy!', '$200', 'TELEVISION')"
"('3590', 'Double Jeopardy!', '$400', 'TELEVISION')"
"('3590', 'Double Jeopardy!', '$600', 'TELEVISION')"
"('3590', 'Double Jeopardy!', '$800', 'TELEVISION')"
"('3590', 'Double Jeopardy!', '$1000', 'TELEVISION')"
"('3011', 'Final Jeopardy!', None, 'TELEVISION')"
"('3321', 'Jeopardy!', '$100', 'TELEVISION')"
"('3321', 'Jeopardy!', '$200', 'TELEVISION')"
"('3321', 'Jeopardy!', '$300', 'TELEVISION')"
"('3321', 'Jeopardy!', '$500', 'TELEVISION')"
"('2829', 'Jeopardy!', '$100', 'TELEVISION')"
"('2829', 'Jeopardy!', '$200', 'TELEVISION')"
"('2829', 'Jeopardy!', '$300', 'TELEVISION')"
"('2829', 'Jeopardy!', '$1,500', 'TELEVISION')"
"('2829', 'Jeopardy!', '$500', 'TELEVISION')"
"('1794', 'Jeopardy!', '$100', 'TELEVISION')"
"('1794', 'Jeopardy!', '$200', 'TELEVISION')"
"('1794', 'Jeopardy!', '$300', 'TELEVISION')"
"('1794', 'Jeopardy!', '$400', 'TELEVISION')"
"('1794', 'Jeopardy!', '$500', 'TELEVISION')"
"('1251', 'Jeopardy!', '$100', 'TELEVISION')"
"('1251', 'Jeopardy!', '$200', 'TELEVISION')"
"('1251', 'Jeopardy!', '$300', 'TELEVISION')"
"('1251', 'Jeopardy!', '$400', 'TELEVISION')"
"('1251', 'Jeopardy!', '$500', 'TELEVISION')"
"('5243', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('5243', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('5243', 'Double Jeopardy!', '$1200', 'TRANSPORTATION')"
"('5243', 'Double Jeopardy!', '$1600', 'TRANSPORTATION')"
"('5243', 'Double Jeopardy!', '$1,000', 'TRANSPORTATION')"
"('4595', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4595', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4595', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4595', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4595', 'Jeopardy!', '$1000', 'TRANSPORTATION')"
"('4306', 'Final Jeopardy!', None, 'TRANSPORTATION')"
"('1274', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('1274', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('1274', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('1274', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('1274', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('980', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('980', 'Double Jeopardy!', '$8,000', 'TRANSPORTATION')"
"('980', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('980', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('980', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('2849', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('2849', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('2849', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('2849', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('2849', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('3083', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('3083', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('3083', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('3083', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('3083', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('2814', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('2814', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('2814', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('2814', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('2814', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('4191', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4191', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4191', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4191', 'Jeopardy!', '$800', 'TRANSPORTATION')"
"('4191', 'Jeopardy!', '$1000', 'TRANSPORTATION')"
"('3066', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('3066', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('3066', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('3066', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('3066', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('3051', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('3051', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('3051', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('3051', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('3051', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('1307', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('1307', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('1307', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('1307', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('1307', 'Double Jeopardy!', '$300', 'TRANSPORTATION')"
"('4951', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4951', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4951', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4951', 'Jeopardy!', '$800', 'TRANSPORTATION')"
"('4951', 'Jeopardy!', '$1000', 'TRANSPORTATION')"
"('4365', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4365', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4365', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4365', 'Jeopardy!', '$800', 'TRANSPORTATION')"
"('2935', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('2935', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('2935', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('2935', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('2935', 'Jeopardy!', '$2,000', 'TRANSPORTATION')"
"('621', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('621', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('621', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('621', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('2948', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('2948', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('2948', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('2948', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('2948', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('5080', 'Final Jeopardy!', None, 'TRANSPORTATION')"
"('967', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('967', 'Double Jeopardy!', '$4,000', 'TRANSPORTATION')"
"('967', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('967', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('967', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('5626', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('5626', 'Double Jeopardy!', '$3,500', 'TRANSPORTATION')"
"('5626', 'Double Jeopardy!', '$1600', 'TRANSPORTATION')"
"('5626', 'Double Jeopardy!', '$2000', 'TRANSPORTATION')"
"('4', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('4', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4243', 'Final Jeopardy!', None, 'TRANSPORTATION')"
"('4285', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('4285', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('4285', 'Double Jeopardy!', '$1200', 'TRANSPORTATION')"
"('4285', 'Double Jeopardy!', '$1600', 'TRANSPORTATION')"
"('4285', 'Double Jeopardy!', '$2000', 'TRANSPORTATION')"
"('2583', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('2583', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('2583', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('2583', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('2583', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('2055', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('2055', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('2055', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('2055', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('2055', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('1239', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('1239', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('1239', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('1239', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('3637', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('3637', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('3637', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('3637', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('3637', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('1905', 'Final Jeopardy!', None, 'TRANSPORTATION')"
"('3190', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('3190', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('3190', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('3190', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('3190', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('2875', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('2875', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('2875', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('2875', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('2875', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('4492', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4492', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4492', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4492', 'Jeopardy!', '$800', 'TRANSPORTATION')"
"('4492', 'Jeopardy!', '$1000', 'TRANSPORTATION')"
"('2352', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('2352', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('2352', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('2352', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('2352', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('3072', 'Jeopardy!', '$100', 'TRANSPORTATION')"
"('3072', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('3072', 'Jeopardy!', '$300', 'TRANSPORTATION')"
"('3072', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('3072', 'Jeopardy!', '$500', 'TRANSPORTATION')"
"('3493', 'Double Jeopardy!', '$200', 'TRANSPORTATION')"
"('3493', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('3493', 'Double Jeopardy!', '$600', 'TRANSPORTATION')"
"('3493', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('3493', 'Double Jeopardy!', '$1000', 'TRANSPORTATION')"
"('4676', 'Jeopardy!', '$200', 'TRANSPORTATION')"
"('4676', 'Jeopardy!', '$400', 'TRANSPORTATION')"
"('4676', 'Jeopardy!', '$600', 'TRANSPORTATION')"
"('4676', 'Jeopardy!', '$2,400', 'TRANSPORTATION')"
"('4676', 'Jeopardy!', '$1000', 'TRANSPORTATION')"
"('5751', 'Double Jeopardy!', '$400', 'TRANSPORTATION')"
"('5751', 'Double Jeopardy!', '$800', 'TRANSPORTATION')"
"('5751', 'Double Jeopardy!', '$1600', 'TRANSPORTATION')"
